_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
5cfa2ec318f90d0008210d7f,MARICO,EQ,N,378.8,371.4,378.8,373.4,374.6,378.1,842223,315129030.15,396.6,282.95,18330,INE196A01026,2018-12-31,2018-12-30T18:30:00.000Z,2019-06-07T09:30:45.186Z,2019-06-07T09:30:45.186Z,0,,374.16,31-Dec-2018,
5cfa2eae9ebde10008cb077a,MARICO,EQ,N,381.65,370.15,375.25,378.1,375.8,376.85,1452608,547047990.55,396.6,282.95,21791,INE196A01026,2018-12-28,2018-12-27T18:30:00.000Z,2019-06-07T09:30:22.664Z,2019-06-07T09:30:22.664Z,0,,376.6,28-Dec-2018,
5cfa2eb62aff480008aa8111,MARICO,EQ,N,379.0,368.7,370.0,376.85,378.0,367.75,1841056,689922378.3,396.6,282.95,45204,INE196A01026,2018-12-27,2018-12-26T18:30:00.000Z,2019-06-07T09:30:33.752Z,2019-06-07T09:30:33.752Z,0,,374.74,27-Dec-2018,
5cfa2eb72aff480008aa81ab,MARICO,EQ,N,370.1,360.65,369.0,367.75,367.5,370.5,1225256,447862821.5,396.6,282.95,25046,INE196A01026,2018-12-26,2018-12-25T18:30:00.000Z,2019-06-07T09:30:32.115Z,2019-06-07T09:30:32.115Z,0,,365.53,26-Dec-2018,
5cfa2ebeaa58de00086b8912,MARICO,EQ,N,384.4,368.85,379.0,370.5,370.35,378.15,1478480,555558679.05,396.6,282.95,19425,INE196A01026,2018-12-24,2018-12-23T18:30:00.000Z,2019-06-07T09:30:39.387Z,2019-06-07T09:30:39.387Z,0,,375.76,24-Dec-2018,
5cfa2ec9aa58de00086b8fe6,MARICO,EQ,N,385.85,374.75,380.0,378.15,377.45,380.5,1701786,644862809.75,396.6,282.95,55034,INE196A01026,2018-12-21,2018-12-20T18:30:00.000Z,2019-06-07T09:30:52.394Z,2019-06-07T09:30:52.394Z,0,,378.93,21-Dec-2018,
5cfa2ee72dd7830007447a46,MARICO,EQ,N,396.6,379.5,392.95,380.5,380.25,394.2,2589922,999543068.7,396.6,282.95,43765,INE196A01026,2018-12-20,2018-12-19T18:30:00.000Z,2019-06-07T09:31:23.410Z,2019-06-07T09:31:23.410Z,0,,385.94,20-Dec-2018,
5cfa2ee02dd7830007447568,MARICO,EQ,N,395.0,380.8,383.0,394.2,392.6,382.1,2437280,947937870.2,395.0,282.95,28489,INE196A01026,2018-12-19,2018-12-18T18:30:00.000Z,2019-06-07T09:31:14.891Z,2019-06-07T09:31:14.891Z,0,,388.93,19-Dec-2018,
5cfa2ef48c50c4000831f6c1,MARICO,EQ,N,383.95,374.55,376.0,382.1,382.6,376.85,1358797,516037570.6,387.85,282.95,38383,INE196A01026,2018-12-18,2018-12-17T18:30:00.000Z,2019-06-07T09:31:32.318Z,2019-06-07T09:31:32.318Z,0,,379.78,18-Dec-2018,
5cfa2ea350e5a10008c6e924,MARICO,EQ,N,381.25,370.6,374.35,376.85,375.2,372.1,1440922,543330901.6,387.85,282.95,33732,INE196A01026,2018-12-17,2018-12-16T18:30:00.000Z,2019-06-07T09:30:17.466Z,2019-06-07T09:30:17.466Z,0,,377.07,17-Dec-2018,
5cfa2efc8c50c4000831fb80,MARICO,EQ,N,375.75,370.35,373.0,372.1,373.8,374.35,1077113,402398008.15,387.85,282.95,38079,INE196A01026,2018-12-14,2018-12-13T18:30:00.000Z,2019-06-07T09:31:40.511Z,2019-06-07T09:31:40.511Z,0,,373.59,14-Dec-2018,
5cfa2e99fe058700082b3add,MARICO,EQ,N,377.7,370.2,373.4,374.35,375.0,372.7,2718867,1015192684.8,387.85,282.95,66972,INE196A01026,2018-12-13,2018-12-12T18:30:00.000Z,2019-06-07T09:30:01.219Z,2019-06-07T09:30:01.219Z,0,,373.39,13-Dec-2018,
5cfa2e9b50e5a10008c6e404,MARICO,EQ,N,374.6,356.3,359.0,372.7,371.8,358.65,2146000,787286024.1,387.85,282.95,50239,INE196A01026,2018-12-12,2018-12-11T18:30:00.000Z,2019-06-07T09:30:09.569Z,2019-06-07T09:30:09.569Z,0,,366.86,12-Dec-2018,
5cfa2e96fe058700082b38b2,MARICO,EQ,N,365.35,346.85,347.0,358.65,359.0,346.25,2190376,786163113.25,387.85,282.95,38375,INE196A01026,2018-12-11,2018-12-10T18:30:00.000Z,2019-06-07T09:29:59.265Z,2019-06-07T09:29:59.265Z,0,,358.92,11-Dec-2018,
5cfa2eb618f90d000821043f,MARICO,EQ,N,354.6,344.45,351.0,346.25,347.0,354.85,895180,313382759.3,387.85,282.95,22302,INE196A01026,2018-12-10,2018-12-09T18:30:00.000Z,2019-06-07T09:30:31.437Z,2019-06-07T09:30:31.437Z,0,,350.08,10-Dec-2018,
5cfa2e9e9ebde10008cafc99,MARICO,EQ,N,357.95,351.3,351.3,354.85,355.45,351.3,979854,347870726.05,387.85,282.95,22175,INE196A01026,2018-12-07,2018-12-06T18:30:00.000Z,2019-06-07T09:30:06.175Z,2019-06-07T09:30:06.175Z,0,,355.02,07-Dec-2018,
5cfa2e9c9ebde10008cafbc7,MARICO,EQ,N,354.4,349.65,352.4,351.3,350.0,355.55,2844318,999410549.1,387.85,282.95,54078,INE196A01026,2018-12-06,2018-12-05T18:30:00.000Z,2019-06-07T09:30:06.493Z,2019-06-07T09:30:06.493Z,0,,351.37,06-Dec-2018,
5cfa2eb52aff480008aa807c,MARICO,EQ,N,358.9,352.7,358.0,355.55,355.0,358.3,1211028,430136492.65,387.85,282.95,32435,INE196A01026,2018-12-05,2018-12-04T18:30:00.000Z,2019-06-07T09:30:30.250Z,2019-06-07T09:30:30.250Z,0,,355.18,05-Dec-2018,
5ce55444242e790007d56940,MARICO,EQ,N,363.7,355.5,360.6,358.3,359.8,360.15,1876924,671200386.0,387.85,282.95,37943,INE196A01026,2018-12-04,2018-12-03T18:30:00.000Z,2019-05-22T13:53:08.117Z,2019-05-22T13:53:08.117Z,0,,357.61,04-Dec-2018,
5cfa2ec3aa58de00086b8c2a,MARICO,EQ,N,365.5,357.0,358.0,360.15,361.7,356.75,1852845,668611221.25,387.85,282.95,22666,INE196A01026,2018-12-03,2018-12-02T18:30:00.000Z,2019-06-07T09:30:43.526Z,2019-06-07T09:30:43.526Z,0,,360.86,03-Dec-2018,
5cfa2edc2dd78300074472cd,MARICO,EQ,N,364.3,353.45,363.0,356.75,357.0,360.0,3014933,1076834372.85,387.85,282.95,55087,INE196A01026,2018-11-30,2018-11-29T18:30:00.000Z,2019-06-07T09:31:09.401Z,2019-06-07T09:31:09.401Z,0,,357.17,30-Nov-2018,
5cfa2ec0aa58de00086b8a61,MARICO,EQ,N,363.95,358.55,362.0,360.0,359.4,359.5,1874970,675414785.1,387.85,282.95,43271,INE196A01026,2018-11-29,2018-11-28T18:30:00.000Z,2019-06-07T09:30:43.029Z,2019-06-07T09:30:43.029Z,0,,360.23,29-Nov-2018,
5cfa2edd2dd7830007447306,MARICO,EQ,N,369.25,358.4,364.75,359.5,359.3,364.9,1715699,624245515.75,387.85,282.95,34085,INE196A01026,2018-11-28,2018-11-27T18:30:00.000Z,2019-06-07T09:31:11.485Z,2019-06-07T09:31:11.485Z,0,,363.84,28-Nov-2018,
5cfa2f048c50c400083200d1,MARICO,EQ,N,367.5,359.9,362.8,364.9,364.95,360.2,2331514,848611827.35,387.85,282.95,33666,INE196A01026,2018-11-27,2018-11-26T18:30:00.000Z,2019-06-07T09:31:49.032Z,2019-06-07T09:31:49.032Z,0,,363.97,27-Nov-2018,
5cfa2ee08c50c4000831eb64,MARICO,EQ,N,361.5,353.45,356.4,360.2,360.0,354.05,2519483,898764354.3,387.85,282.95,42582,INE196A01026,2018-11-26,2018-11-25T18:30:00.000Z,2019-06-07T09:31:16.721Z,2019-06-07T09:31:16.721Z,0,,356.73,26-Nov-2018,
5cfa2eb118f90d00082101dc,MARICO,EQ,N,356.4,349.5,353.0,354.05,354.0,352.4,1840579,652365271.45,387.85,282.95,21978,INE196A01026,2018-11-22,2018-11-21T18:30:00.000Z,2019-06-07T09:30:26.670Z,2019-06-07T09:30:26.670Z,0,,354.43,22-Nov-2018,
5cfa2ec88c50c4000831dccc,MARICO,EQ,N,354.0,350.1,353.0,352.4,352.95,351.1,485221,171032186.1,387.85,282.95,11213,INE196A01026,2018-11-21,2018-11-20T18:30:00.000Z,2019-06-07T09:30:54.022Z,2019-06-07T09:30:54.022Z,0,,352.48,21-Nov-2018,
5cfa2eea8c50c4000831f0ce,MARICO,EQ,N,354.2,349.4,353.0,351.1,351.7,352.55,1709189,602179625.65,387.85,282.95,16601,INE196A01026,2018-11-20,2018-11-19T18:30:00.000Z,2019-06-07T09:31:26.566Z,2019-06-07T09:31:26.566Z,0,,352.32,20-Nov-2018,
5cfa2e95fe058700082b3855,MARICO,EQ,N,355.0,347.3,349.0,352.55,354.6,346.6,2669674,937398036.15,387.85,282.95,28519,INE196A01026,2018-11-19,2018-11-18T18:30:00.000Z,2019-06-07T09:29:57.894Z,2019-06-07T09:29:57.894Z,0,,351.13,19-Nov-2018,
5cfa2edc2dd7830007447298,MARICO,EQ,N,351.9,344.0,347.9,346.6,348.0,346.5,1595773,553498701.7,387.85,282.95,26348,INE196A01026,2018-11-16,2018-11-15T18:30:00.000Z,2019-06-07T09:31:10.798Z,2019-06-07T09:31:10.798Z,0,,346.85,16-Nov-2018,
5cfa2eb0aa58de00086b7fef,MARICO,EQ,N,351.1,340.9,350.5,346.5,345.6,347.8,1513692,524713345.45,387.85,282.95,27658,INE196A01026,2018-11-15,2018-11-14T18:30:00.000Z,2019-06-07T09:30:24.267Z,2019-06-07T09:30:24.267Z,0,,346.64,15-Nov-2018,
5cfa2ee58c50c4000831ee84,MARICO,EQ,N,349.95,337.25,339.15,347.8,347.55,337.7,2075090,709470403.75,387.85,282.95,26699,INE196A01026,2018-11-14,2018-11-13T18:30:00.000Z,2019-06-07T09:31:21.384Z,2019-06-07T09:31:21.384Z,0,,341.9,14-Nov-2018,
5cfa2ea450e5a10008c6e965,MARICO,EQ,N,342.65,336.0,337.0,337.7,340.0,339.1,1608732,545705231.55,387.85,282.95,28279,INE196A01026,2018-11-13,2018-11-12T18:30:00.000Z,2019-06-07T09:30:18.075Z,2019-06-07T09:30:18.075Z,0,,339.21,13-Nov-2018,
5cfa2e97fe058700082b3972,MARICO,EQ,N,349.0,337.85,339.8,339.1,338.2,340.45,1386925,473840105.95,387.85,282.95,19804,INE196A01026,2018-11-12,2018-11-11T18:30:00.000Z,2019-06-07T09:29:59.991Z,2019-06-07T09:29:59.991Z,0,,341.65,12-Nov-2018,"[{'symbol': 'MARICO', 'series': 'EQ', 'ind': '-', 'faceVal': '1', 'subject': ' Interim Dividend - Rs 2 Per Sh', 'exDate': '12-Nov-2018', 'recDate': '13-Nov-2018', 'bcStartDate': '-', 'bcEndDate': '-', 'ndStartDate': '-', 'comp': 'Marico Limited', 'isin': 'INE196A01026', 'ndEndDate': '-', 'caBroadcastDate': None}]"
5cfa2eab18f90d000820fd35,MARICO,EQ,N,344.0,335.65,340.75,340.45,343.0,339.65,1929946,656251252.75,387.85,282.95,35882,INE196A01026,2018-11-09,2018-11-08T18:30:00.000Z,2019-06-07T09:30:19.924Z,2019-06-07T09:30:19.924Z,0,,340.04,09-Nov-2018,
5cfa2e709ebde10008cae0e3,MARICO,EQ,N,341.5,334.5,336.9,339.65,340.0,335.05,144546,49013407.55,387.85,282.95,3238,INE196A01026,2018-11-07,2018-11-06T18:30:00.000Z,2019-06-07T09:29:21.202Z,2019-06-07T09:29:21.202Z,0,,339.09,07-Nov-2018,
5cfa2ef58c50c4000831f7aa,MARICO,EQ,N,342.4,332.95,342.4,335.05,334.5,341.15,1365772,460638512.3,387.85,282.95,20924,INE196A01026,2018-11-06,2018-11-05T18:30:00.000Z,2019-06-07T09:31:34.781Z,2019-06-07T09:31:34.781Z,0,,337.27,06-Nov-2018,
5cfa2e9150e5a10008c6dd7d,MARICO,EQ,N,346.0,330.6,335.8,341.15,342.8,338.05,1672884,570779979.75,387.85,282.95,34656,INE196A01026,2018-11-05,2018-11-04T18:30:00.000Z,2019-06-07T09:29:53.855Z,2019-06-07T09:29:53.855Z,0,,341.2,05-Nov-2018,
5cfa2e93fe058700082b3690,MARICO,EQ,N,345.4,321.9,322.0,338.05,337.0,320.0,3203978,1081199218.3,387.85,282.95,43986,INE196A01026,2018-11-02,2018-11-01T18:30:00.000Z,2019-06-07T09:29:56.294Z,2019-06-07T09:29:56.294Z,0,,337.46,02-Nov-2018,
5cfa2eac2aff480008aa7a3f,MARICO,EQ,N,325.45,317.6,324.7,320.0,317.95,321.3,4859483,1561865781.25,387.85,282.95,34742,INE196A01026,2018-11-01,2018-10-31T18:30:00.000Z,2019-06-07T09:30:20.502Z,2019-06-07T09:30:20.502Z,0,,321.41,01-Nov-2018,
5cfa2eb018f90d00082100c2,MARICO,EQ,N,325.3,311.2,316.0,321.3,320.1,312.75,4112882,1306047581.0,387.85,282.95,56629,INE196A01026,2018-10-31,2018-10-30T18:30:00.000Z,2019-06-07T09:30:25.547Z,2019-06-07T09:30:25.547Z,0,,317.55,31-Oct-2018,
5ce557d8242e790007dc6054,MARICO,EQ,N,314.2,303.25,305.0,312.75,313.25,303.45,2404498,744778914.95,387.85,282.95,25394,INE196A01026,2018-10-30,2018-10-29T18:30:00.000Z,2019-05-22T14:08:24.684Z,2019-05-22T14:08:24.684Z,0,,309.74,30-Oct-2018,
5cfa2ea22aff480008aa7446,MARICO,EQ,N,305.55,297.65,301.05,303.45,303.25,300.35,1346603,407004055.55,387.85,282.95,14280,INE196A01026,2018-10-29,2018-10-28T18:30:00.000Z,2019-06-07T09:30:10.980Z,2019-06-07T09:30:10.980Z,0,,302.25,29-Oct-2018,
5cfa2ea3aa58de00086b77ed,MARICO,EQ,N,302.2,296.0,297.65,300.35,301.2,297.55,1191133,357058907.5,387.85,282.95,23573,INE196A01026,2018-10-26,2018-10-25T18:30:00.000Z,2019-06-07T09:30:14.373Z,2019-06-07T09:30:14.373Z,0,,299.76,26-Oct-2018,
5cfa2ec92dd7830007446710,MARICO,EQ,N,307.5,295.1,300.0,297.55,298.25,303.25,4219123,1259869897.6,387.85,282.95,31544,INE196A01026,2018-10-25,2018-10-24T18:30:00.000Z,2019-06-07T09:30:49.698Z,2019-06-07T09:30:49.698Z,0,,298.61,25-Oct-2018,
5cfa2ecd2dd7830007446978,MARICO,EQ,N,313.4,300.9,311.0,303.25,303.1,311.55,1983217,603427677.75,387.85,282.95,17972,INE196A01026,2018-10-24,2018-10-23T18:30:00.000Z,2019-06-07T09:30:55.994Z,2019-06-07T09:30:55.994Z,0,,304.27,24-Oct-2018,
5cfa2ede8c50c4000831e9d1,MARICO,EQ,N,318.2,307.0,308.0,311.55,310.0,310.9,1303467,408732195.9,387.85,282.95,21572,INE196A01026,2018-10-23,2018-10-22T18:30:00.000Z,2019-06-07T09:31:14.100Z,2019-06-07T09:31:14.100Z,0,,313.57,23-Oct-2018,
5cfa2edb8c50c4000831e82e,MARICO,EQ,N,318.0,310.0,310.0,310.9,312.0,310.0,1387560,434990700.8,387.85,282.95,15918,INE196A01026,2018-10-22,2018-10-21T18:30:00.000Z,2019-06-07T09:31:07.178Z,2019-06-07T09:31:07.178Z,0,,313.49,22-Oct-2018,
